PIN:MEMLATENCIES 1.0. 0x0
0x00007fd796b533f5:            0            1
0x00007fd796b533f7:            0            1
0x00007fd796b53750:            0            1
0x00007fd796b53752:            0            1
0x00007fd796b53753:            0            1
0x00007fd796b5375b:            0            1
0x00007fd796b53760:            1            0
0x00007fd796b53770:            0            0
0x00007fd796b53808:            0            1
0x00007fd796b53809:            0            1
0x00007fd796b5380a:            0            1
0x00007fd796b5380c:            0            1
0x00007fd796b93990:            0            1
0x00007fd796b93992:            0            1
0x00007fd796b93994:            0            1
0x00007fd796b93999:            0            1
0x00007fd796b9399b:            0            1
0x00007fd796b9399e:            0            1
0x00007fd796b939a7:            0            0
0x00007fd796b939be:            0            0
0x00007fd796b939c7:            0            0
0x00007fd796b939cb:            0            0
0x00007fd796b939d4:            0            0
0x00007fd796b93a18:            1            0
0x00007fd796b93a22:            1            0
0x00007fd796b93a32:            0            1
0x00007fd796b93a55:            0            3
0x00007fd796b93a5e:            0            0
0x00007fd796b93a67:            0            0
0x00007fd796b93a6e:            0            0
0x00007fd796b93aad:            3            0
0x00007fd796b93abb:            0            0
0x00007fd796b93ac2:            0            0
0x00007fd796b93ac6:            0            0
0x00007fd796b93acc:            0            0
0x00007fd796b93adb:            0            0
0x00007fd796b93aee:            0            0
0x00007fd796b93af6:            0            0
0x00007fd796b93afd:            0            0
0x00007fd796b93b30:            0            3
0x00007fd796b93b36:            0            3
0x00007fd796b93b4a:            3            0
0x00007fd796b93b69:            0            0
0x00007fd796b93b79:            0            0
0x00007fd796b93b82:            0            0
0x00007fd796b93b8b:            0            1
0x00007fd796b93b8c:            0            1
0x00007fd796b93b8d:            0            1
0x00007fd796b93b8f:            0            1
0x00007fd796b93b91:            0            1
0x00007fd796b93b93:            0            1
0x00007fd796b93b95:            0            1
0x00007fd796b93ba0:            3            0
0x00007fd796b93ba4:            0            3
0x00007fd796b93c20:            0            1
0x00007fd796b93c24:            0            1
0x00007fd796b93c26:            0            1
0x00007fd796b93c27:            0            1
0x00007fd796b93c30:            0            1
0x00007fd796b93c35:            0            1
0x00007fd796b93c3a:            0            1
0x00007fd796b93c50:            0            3
0x00007fd796b93c6a:            0            1
0x00007fd796b93cf0:            0            3
0x00007fd796b93cfa:            0            3
0x00007fd796b93d0e:            0            1
0x00007fd796b93d0f:            0            1
0x00007fd796b93d10:            0            1
0x00007fd796b93d12:            0            1
0x00007fd796b93d14:            0            1
0x00007fd796ba2265:            1            0
0x00007fd796ba22a0:            0            1
0x00007fd796ba22a9:            0            1
0x00007fd796ba22b6:            0            1
0x00007fd796ba232c:            0            0
0x00007fd796ba235f:            0            1
0x00007fd796ba2368:            0            1
0x00007fd796ba2371:            0            1
0x00007fd796ba237a:            0            1
0x00007fd796ba2430:            0            1
0x00007fd796ba3fb4:            1            0
0x00007fd796ba3fbe:            0            1
0x00007fd796ba3fce:            0            1
0x00007fd796ba3feb:            0            1
0x00007fd796ba47e0:            1            0
0x00007fd796ba47e9:            0            1
0x00007fd796ba47f5:            0            1
0x00007fd796ba4801:            0            0
0x00007fd796ba4814:            0            0
0x00007fd796ba483a:            0            1
0x00007fd796ba6ad0:            1            0
0x00007fd796ba6ad9:            0            0
0x00007fd796ba6ae5:            0            1
0x00007fd796ba6af1:            0            0
0x00007fd796ba6b04:            0            0
0x00007fd796ba6b2a:            0            1
0x00007fd796bb915f:            0            4
0x00007fd796bb916c:            0            4
0x00007fd796bb9173:            0            4
0x00007fd796bb91fb:            2           12
0x00007fd796bb9214:            4           36
0x00007fd796bb9219:            0            0
0x00007fd796bb923c:            0            4
0x00007fd796bb923d:            0            4
0x00007fd796bb923e:            0            4
0x00007fd796bb9240:            0            4
0x00007fd796bb94a9:            0            2
0x00007fd796bb94ab:            0            2
0x00007fd796bb94b3:            0            2
0x00007fd796bb94b5:            0            2
0x00007fd796bb94b7:            0            2
0x00007fd796bb94ba:            0            2
0x00007fd796bb94bf:            0            2
0x00007fd796bb94c4:            0            2
0x00007fd796bb94ce:            0            2
0x00007fd796bb94ea:            0            2
0x00007fd796bb9502:            0            2
0x00007fd796bb9517:            0            0
0x00007fd796bb9550:            0            2
0x00007fd796bb955e:            0            2
0x00007fd796bb958c:            0            2
0x00007fd796bb958d:            0            2
0x00007fd796bb958e:            0            2
0x00007fd796bb9590:            0            2
0x00007fd796bb9592:            0            2
0x00007fd796bb9594:            0            2
0x00007fd796bb9596:            0            2
0x00007fd796bc8e52:            0            1
0x00007fd796bc8e5a:            0            1
0x00007fd796bc8e67:            0            1
0x00007fd796bc8e8a:            1            3
0x00007fd796bc8ea7:            0            1
0x00007fd796bc8eb0:            0            1
0x00007fd796bc8eca:            0            1
0x00007fd796bc8f02:            0            1
0x00007fd796bc8f0a:            0            1
0x00007fd796bc8f17:            0            1
0x00007fd796bc8f3a:            0            4
0x00007fd796bc8f57:            0            1
0x00007fd796bc8f60:            0            1
0x00007fd796bc8f7a:            0            1
0x00007fd796bd8d53:            1            0
0x00007fd796c11e40:            0            1
0x00007fd796c11e41:            0            1
0x00007fd796c11e4e:            0            1
0x00007fd796c11e5e:            0            1
0x00007fd796c11e6a:            1            0
0x00007fd796c11e75:            1            0
0x00007fd796c11e78:            0            1
0x00007fd796c11e7f:            0            1
0x00007fd796c11e82:            0            1
0x00007fd796c11e89:            0            1
0x00007fd796c11e8a:            0            1
0x00007fd796c11e8b:            0            1
0x00007fd796c4e460:            1            3
0x00007fd796c4e46a:            1            3
0x00007fd796c4e48d:            1            3
0x00007fd796c4e496:            0            4
0x00007fd796c4e49f:            0            4
0x00007fd796c4e4a8:            0            4
0x00007fd796c4e4ad:            0            4
0x00007fd796c4e4b2:            0            4
0x00007fd796c4e4c0:            0            4
0x00007fd796c4e4c7:            0            8
0x00007fd796c4e4cd:            0            4
0x00007fd796c4e4dc:            2            2
0x00007fd796c4e4df:            0            4
0x00007fd796c4e4e7:            2            2
0x00007fd7aa0f3a80:            0           25
0x00007fd7aa0f3a90:            1           23
0x00007fd7aa0f3ab0:            0            9
0x00007fd7aa0f3ad0:            0            3
0x00007fd7aa0f3eca:            1            0
0x00007fd7aa0f3ed2:            0            1
0x00007fd7aa0f3ed3:            0            1
0x00007fd7aa0f3eda:            0            1
0x00007fd7aa0f3ef4:            0            1
0x00007fd7aa0f3ef9:            1            0
0x00007fd7aa0f3f05:            0            1
0x00007fd7aa0f3f10:            1            0
0x00007fd7aa0f3f18:            0            1
0x00007fd7aa0f3f37:            0            0
0x00007fd7aa0f3f3c:            0            1
0x00007fd7aa0f3f4a:            3            1
0x00007fd7aa0f3f5d:            0            1
0x00007fd7aa0f3f62:            0            4
0x00007fd7aa0f3f8a:            0            0
0x00007fd7aa0f3f8f:            0            1
0x00007fd7aa0f3f94:            0            1
0x00007fd7aa0f3faf:            0            0
0x00007fd7aa0f3fc0:            0            1
0x00007fd7aa0f3fc9:            0            1
0x00007fd7aa0f3fd0:            0            1
0x00007fd7aa0f3fd8:            0            1
0x00007fd7aa0f3ff7:            0            0
0x00007fd7aa0f4008:            1            0
0x00007fd7aa0f4012:            0            1
0x00007fd7aa0f4013:            0            1
0x00007fd7aa0f4014:            0            1
0x00007fd7aa0f4019:            1            0
0x00007fd7aa0f402e:            0            0
0x00007fd7aa0f4037:            0            0
0x00007fd7aa0f4072:            1            0
0x00007fd7aa0f4075:            0            1
0x00007fd7aa0f407a:            0            2
0x00007fd7aa0f4083:            0            1
0x00007fd7aa0f4088:            0            1
0x00007fd7aa0f4091:            0            1
0x00007fd7aa0f409a:            0            1
0x00007fd7aa0f40b6:            0            1
0x00007fd7aa0f40ba:            0            1
0x00007fd7aa0f40c3:            0            1
0x00007fd7aa0f40ca:            0            1
0x00007fd7aa0f40d9:            0            1
0x00007fd7aa0f40da:            0            1
0x00007fd7aa0f42d3:            1            0
0x00007fd7aa0f42db:            0            1
0x00007fd7aa0f42e1:            0            1
0x00007fd7aa0f42e8:            0            1
0x00007fd7aa0f42f3:            0            1
0x00007fd7aa0f4305:            0            1
0x00007fd7aa0f4327:            0            3
0x00007fd7aa0f4330:            2            6
0x00007fd7aa0f4334:            0            4
0x00007fd7aa0f4340:            0            8
0x00007fd7aa0f4344:            0            4
0x00007fd7aa0f48d0:            0            1
0x00007fd7aa0f48d4:            0            1
0x00007fd7aa0f48d7:            0            1
0x00007fd7aa0f48e3:            0            1
0x00007fd7aa0f48ec:            0            0
0x00007fd7aa0f48f2:            0            1
0x00007fd7aa0f48f3:            0            1
0x00007fd7aa0f4910:            0            1
0x00007fd7aa0f491b:            0            1
0x00007fd7aa0f491d:            0            1
0x00007fd7aa0f491f:            0            1
0x00007fd7aa0f4924:            0            1
0x00007fd7aa0f4929:            0            1
0x00007fd7aa0f4931:            0            1
0x00007fd7aa0f493f:            0            1
0x00007fd7aa0f4946:            1            0
0x00007fd7aa0f4954:            1            0
0x00007fd7aa0f4962:            0            1
0x00007fd7aa0f4968:            1            0
0x00007fd7aa0f4976:            0            1
0x00007fd7aa0f4984:            0            1
0x00007fd7aa0f498b:            1            0
0x00007fd7aa0f4992:            1            0
0x00007fd7aa0f49a5:            0            1
0x00007fd7aa0f49b0:            0            1
0x00007fd7aa0f49bb:            0            1
0x00007fd7aa0f49c6:            0            1
0x00007fd7aa0f49cd:            0            2
0x00007fd7aa0f49d4:            1            1
0x00007fd7aa0f49e5:            0            1
0x00007fd7aa0f4a00:            0           12
0x00007fd7aa0f4a27:            1            0
0x00007fd7aa0f4ba7:            0            1
0x00007fd7aa0f4bb8:            1            0
0x00007fd7aa0f4dd0:            1            0
0x00007fd7aa0f4dde:            0            1
0x00007fd7aa0f4ead:            0            1
0x00007fd7aa0f4ebb:            1            0
0x00007fd7aa0f4ec4:            0            0
0x00007fd7aa0f4edc:            0            0
0x00007fd7aa0f4ee3:            0            0
0x00007fd7aa0f4ee6:            0            0
0x00007fd7aa0f4eed:            0            0
0x00007fd7aa0f4ef8:            0            0
0x00007fd7aa0f4f05:            0            0
0x00007fd7aa0f4f0c:            0            0
0x00007fd7aa0f5162:            0            1
0x00007fd7aa0f5173:            1            0
0x00007fd7aa0f517a:            0            1
0x00007fd7aa0f5186:            0            1
0x00007fd7aa0f518e:            0            1
0x00007fd7aa0f5195:            0            1
0x00007fd7aa0f5198:            0            1
0x00007fd7aa0f519f:            0            1
0x00007fd7aa0f51a4:            0            1
0x00007fd7aa0f51b4:            0            1
0x00007fd7aa0f51ba:            0            2
0x00007fd7aa0f51c2:            0            1
0x00007fd7aa0f51cd:            0            1
0x00007fd7aa0f51d8:            0            1
0x00007fd7aa0f51ff:            0            1
0x00007fd7aa0f5239:            5            4
0x00007fd7aa0f52c7:            0            1
0x00007fd7aa0f52ce:            0            1
0x00007fd7aa0f52d5:            1            0
0x00007fd7aa0f52e1:            0            0
0x00007fd7aa0f52e4:            0            0
0x00007fd7aa0f52f0:            0            0
0x00007fd7aa0f5300:            0            0
0x00007fd7aa0f530b:            0            1
0x00007fd7aa0f5319:            1            0
0x00007fd7aa0f5325:            1            0
0x00007fd7aa0f532c:            1            0
0x00007fd7aa0f5330:            0            1
0x00007fd7aa0f5337:            0            1
0x00007fd7aa0f533b:            0            1
0x00007fd7aa0f533e:            0            1
0x00007fd7aa0f5348:            0            1
0x00007fd7aa0f534f:            0            1
0x00007fd7aa0f5358:            1            0
0x00007fd7aa0f5363:            0            1
0x00007fd7aa0f5368:            0            1
0x00007fd7aa0f536f:            0            1
0x00007fd7aa0f5386:            0            1
0x00007fd7aa0f538a:            1            0
0x00007fd7aa0f53a0:            0            1
0x00007fd7aa0f53ad:            1            0
0x00007fd7aa0f53f9:            5           17
0x00007fd7aa0f5401:            6           17
0x00007fd7aa0f542e:            0            0
0x00007fd7aa0f5436:            0            0
0x00007fd7aa0f543e:            0            1
0x00007fd7aa0f5446:            0            0
0x00007fd7aa0f544f:            0            0
0x00007fd7aa0f5453:            0            0
0x00007fd7aa0f54b7:            0            1
0x00007fd7aa0f54c3:            0            1
0x00007fd7aa0f54ce:            0            1
0x00007fd7aa0f54d5:            0            1
0x00007fd7aa0f54dc:            0            1
0x00007fd7aa0f54e7:            0            1
0x00007fd7aa0f54f3:            0            0
0x00007fd7aa0f54fa:            0            0
0x00007fd7aa0f5522:            0            1
0x00007fd7aa0f552e:            0            0
0x00007fd7aa0f5535:            0            0
0x00007fd7aa0f5539:            0            0
0x00007fd7aa0f555b:            0            1
0x00007fd7aa0f5565:            0            0
0x00007fd7aa0f5573:            1            0
0x00007fd7aa0f557e:            0            1
0x00007fd7aa0f558b:            1            0
0x00007fd7aa0f55b0:            0            1
0x00007fd7aa0f55c1:            0            1
0x00007fd7aa0f55ca:            1            0
0x00007fd7aa0f55d1:            0            1
0x00007fd7aa0f55d8:            0            1
0x00007fd7aa0f55e0:            0            1
0x00007fd7aa0f5613:            2            2
0x00007fd7aa0f561a:            1            0
0x00007fd7aa0f5626:            0            1
0x00007fd7aa0f562b:            0            1
0x00007fd7aa0f5636:            0            1
0x00007fd7aa0f5641:            0            1
0x00007fd7aa0f5649:            0            1
0x00007fd7aa0f564d:            0            2
0x00007fd7aa0f5655:            0            2
0x00007fd7aa0f5660:            0            1
0x00007fd7aa0f5665:            0            1
0x00007fd7aa0f566c:            0            1
0x00007fd7aa0f5677:            1            0
0x00007fd7aa0f56bd:            4            5
0x00007fd7aa0f56c5:            2            7
0x00007fd7aa0f570b:            0            1
0x00007fd7aa0f5719:            0            1
0x00007fd7aa0f5738:            1            0
0x00007fd7aa0f5742:            0            1
0x00007fd7aa0f574d:            0            1
0x00007fd7aa0f5757:            0            1
0x00007fd7aa0f5763:            0            1
0x00007fd7aa0f579f:            0            1
0x00007fd7aa0f57b3:            0            1
0x00007fd7aa0f57b6:            0            1
0x00007fd7aa0f57bc:            0            1
0x00007fd7aa0f57c0:            0            1
0x00007fd7aa0f57c4:            0            1
0x00007fd7aa0f57d8:            0            1
0x00007fd7aa0f57ec:            0            1
0x00007fd7aa0f57f3:            0            1
0x00007fd7aa0f57f6:            0            1
0x00007fd7aa0f57fa:            0            1
0x00007fd7aa0f57fd:            0            1
0x00007fd7aa0f580e:            0            1
0x00007fd7aa0f5841:            1            0
0x00007fd7aa0f5858:            0            0
0x00007fd7aa0f585f:            0            0
0x00007fd7aa0f5862:            0            0
0x00007fd7aa0f5866:            0            0
0x00007fd7aa0f5869:            0            0
0x00007fd7aa0f5877:            0            1
0x00007fd7aa0f588e:            0            1
0x00007fd7aa0f5891:            0            1
0x00007fd7aa0f5897:            0            1
0x00007fd7aa0f589b:            0            1
0x00007fd7aa0f589f:            0            1
0x00007fd7aa0f58aa:            1            0
0x00007fd7aa0f58be:            0            0
0x00007fd7aa0f58c5:            0            0
0x00007fd7aa0f58c8:            0            0
0x00007fd7aa0f58cc:            0            0
0x00007fd7aa0f58cf:            0            0
0x00007fd7aa0f58d7:            0            1
0x00007fd7aa0f58e4:            0            0
0x00007fd7aa0f58ef:            0            1
0x00007fd7aa0f58f7:            0            0
0x00007fd7aa0f58ff:            0            0
0x00007fd7aa0f590a:            1            0
0x00007fd7aa0f5917:            0            0
0x00007fd7aa0f591e:            0            0
0x00007fd7aa0f5928:            0            0
0x00007fd7aa0f594a:            0            1
0x00007fd7aa0f5957:            0            0
0x00007fd7aa0f595e:            0            0
0x00007fd7aa0f5962:            0            0
0x00007fd7aa0f5987:            0            1
0x00007fd7aa0f5992:            0            0
0x00007fd7aa0f59a1:            0            1
0x00007fd7aa0f59a6:            0            1
0x00007fd7aa0f59b3:            0            2
0x00007fd7aa0f59bc:            0            1
0x00007fd7aa0f59c8:            0            1
0x00007fd7aa0f59cf:            0            1
0x00007fd7aa0f59d2:            0            1
0x00007fd7aa0f59df:            0            1
0x00007fd7aa0f59e4:            0            1
0x00007fd7aa0f59e8:            0            1
0x00007fd7aa0f59ef:            0            1
0x00007fd7aa0f59fb:            0            1
0x00007fd7aa0f5a09:            0            1
0x00007fd7aa0f5a17:            0            1
0x00007fd7aa0f5a1e:            0            1
0x00007fd7aa0f5a23:            0            1
0x00007fd7aa0f5a2a:            0            1
0x00007fd7aa0f5a34:            0            1
0x00007fd7aa0f5a39:            0            0
0x00007fd7aa0f5a43:            0            1
0x00007fd7aa0f5a48:            0            1
0x00007fd7aa0f5a54:            0            1
0x00007fd7aa0f5a66:            0            1
0x00007fd7aa0f5a6d:            0            1
0x00007fd7aa0f5a77:            1            0
0x00007fd7aa0f5a7e:            0            1
0x00007fd7aa0f5a85:            0            1
0x00007fd7aa0f5a92:            0            1
0x00007fd7aa0f5aa0:            0            1
0x00007fd7aa0f5ada:            0            1
0x00007fd7aa0f5ade:            0            1
0x00007fd7aa0f5ae6:            0            1
0x00007fd7aa0f5aea:            0            1
0x00007fd7aa0f5af1:            0            1
0x00007fd7aa0f5af5:            0            1
0x00007fd7aa0f5b01:            0            1
0x00007fd7aa0f5b04:            1            0
0x00007fd7aa0f5b0f:            0            1
0x00007fd7aa0f5b14:            0            1
0x00007fd7aa0f5b1a:            0            1
0x00007fd7aa0f5b1e:            0            1
0x00007fd7aa0f5b22:            0            1
0x00007fd7aa0f5b2c:            0            1
0x00007fd7aa0f5b34:            0            1
0x00007fd7aa0f5b3e:            0            1
0x00007fd7aa0f5b4c:            0            1
0x00007fd7aa0f5b59:            1            1
0x00007fd7aa0f5b5d:            0            2
0x00007fd7aa0f5b69:            0            2
0x00007fd7aa0f5b72:            0            1
0x00007fd7aa0f5b79:            1            1
0x00007fd7aa0f5b80:            0            2
0x00007fd7aa0f5b89:            0            2
0x00007fd7aa0f5b90:            0            2
0x00007fd7aa0f5b9a:            0            1
0x00007fd7aa0f5ba7:            0            1
0x00007fd7aa0f5bba:            1            0
0x00007fd7aa0f5bbe:            0            1
0x00007fd7aa0f5bc7:            1            0
0x00007fd7aa0f5bd0:            0            1
0x00007fd7aa0f5bd8:            1            0
0x00007fd7aa0f5be5:            0            0
0x00007fd7aa0f5bf6:            0            0
0x00007fd7aa0f5c30:            0            1
0x00007fd7aa0f5c34:            0            1
0x00007fd7aa0f5c37:            0            1
0x00007fd7aa0f5ce3:            0            0
0x00007fd7aa0f5d03:            0            1
0x00007fd7aa0f5f67:            0            1
0x00007fd7aa0f5f6e:            0            1
0x00007fd7aa0f5f73:            0            1
0x00007fd7aa0f5f7c:            0            1
0x00007fd7aa0f5f81:            1            0
0x00007fd7aa0f5f89:            1            0
0x00007fd7aa0f5f90:            0            1
0x00007fd7aa0f5f99:            0            1
0x00007fd7aa0f5fa0:            1            0
0x00007fd7aa0f5fa3:            0            1
0x00007fd7aa0f5faa:            1            0
0x00007fd7aa0f5fb1:            0            2
0x00007fd7aa0f5fbe:            0            1
0x00007fd7aa0f5fcb:            0            1
0x00007fd7aa0f5fcf:            0            2
0x00007fd7aa0f5fd7:            0            1
0x00007fd7aa0f5fdf:            0            1
0x00007fd7aa0f5fea:            0            1
0x00007fd7aa0f5ff4:            0            1
