PIN:MEMLATENCIES 1.0. 0x0
#
# DCACHE stats
#
# L1 Data Cache:
# Load-Hits:             87566202   87.54%
# Load-Misses:           12467899   12.46%
# Load-Accesses:        100034101  100.00%
# 
# Store-Hits:               29134   90.20%
# Store-Misses:              3166    9.80%
# Store-Accesses:           32300  100.00%
# 
# Total-Hits:            87595336   87.54%
# Total-Misses:          12471065   12.46%
# Total-Accesses:       100066401  100.00%

#
# LOAD stats
#
NumItems 3305
DATA:START
#  counters
# iaddr          : dcache:miss        dcache:hit
0x00007f02be500f73:            0            1
0x00007f02be500f7c:            0            0
0x00007f02be500f81:            1            0
0x00007f02be500f89:            0            0
0x00007f02be500f90:            0            0
0x00007f02be500f99:            0            1
0x00007f02be500fa0:            0            1
0x00007f02be500fa3:            0            0
0x00007f02be500faa:            0            1
0x00007f02be500fb1:            0            1
0x00007f02be500fbe:            0            0
0x00007f02be500fcb:            0            0
0x00007f02be500fcf:            0            1
0x00007f02be500fd7:            0            1
0x00007f02be500fdf:            0            0
0x00007f02be500fea:            0            1
0x00007f02be500ff4:            0            0
0x00007f02be500ffb:            0            1
0x00007f02be501002:            1            0
0x00007f02be501009:            0            1
0x00007f02be501018:            0            0
0x00007f02be501023:            0            0
0x00007f02be501037:            1            0
0x00007f02be50104c:            0            1
0x00007f02be501050:            0            0
0x00007f02be501057:            0            1
0x00007f02be50105b:            0            0
0x00007f02be501062:            1            0
0x00007f02be50106c:            0            0
0x00007f02be501078:            0            1
0x00007f02be501088:            0            0
0x00007f02be501093:            0            1
0x00007f02be50109f:            0            1
0x00007f02be5010a6:            0            0
0x00007f02be5010aa:            0            1
0x00007f02be5010c1:            0            1
0x00007f02be5010c8:            0            0
0x00007f02be5010cf:            0            0
0x00007f02be5010d4:            0            1
0x00007f02be5010e2:            0            1
0x00007f02be5010e9:            1            0
0x00007f02be5010f3:            0            1
0x00007f02be501112:            0            0
0x00007f02be50111f:            0            1
0x00007f02be501126:            0            1
0x00007f02be501158:            0            0
0x00007f02be50115f:            0            1
0x00007f02be501172:            1            0
0x00007f02be50117d:            0            1
0x00007f02be50118b:            0            3
0x00007f02be50118f:            0            3
0x00007f02be50119a:            0            1
0x00007f02be5011a1:            0            1
0x00007f02be5011a8:            0            0
0x00007f02be5011ac:            0            1
0x00007f02be5011b8:            0            0
0x00007f02be5011c1:            0            1
0x00007f02be5011cf:            0            1
0x00007f02be5011ec:            0            1
0x00007f02be5011fd:            0            0
0x00007f02be5015f1:            0            1
0x00007f02be5015f9:            0            1
0x00007f02be5015fd:            0            0
0x00007f02be501613:            0            0
0x00007f02be501617:            1            0
0x00007f02be50161e:            0            0
0x00007f02be501628:            0            1
0x00007f02be50164a:            0            0
0x00007f02be50164e:            0            1
0x00007f02be50165e:            0            0
0x00007f02be50166f:            0            0
0x00007f02be501676:            0            0
0x00007f02be50167a:            0            0
0x00007f02be50169a:            0            0
0x00007f02be50169d:            0            0
0x00007f02be5016a2:            0            1
0x00007f02be5016a9:            1            0
0x00007f02be5016b1:            0            0
0x00007f02be5016b9:            0            0
0x00007f02be5016be:            0            0
0x00007f02be5016c5:            1            0
0x00007f02be5016cf:            0            0
0x00007f02be5016d4:            0            1
0x00007f02be5016e2:            0            1
0x00007f02be5016f2:            0            0
0x00007f02be5017f0:            0            1
0x00007f02be5017fa:            0            0
0x00007f02be501801:            0            1
0x00007f02be501808:            0            0
0x00007f02be50180f:            0            0
0x00007f02be501816:            1            0
0x00007f02be50181d:            0            0
0x00007f02be501832:            0            0
0x00007f02be5018dc:            0            1
0x00007f02be5018e5:            0            1
0x00007f02be5018ef:            0            1
0x00007f02be5018f7:            0            1
0x00007f02be5018fe:            0            0
0x00007f02be501903:            1            0
0x00007f02be50190c:            0            0
0x00007f02be50191d:            0            0
0x00007f02be501920:            0            0
0x00007f02be50192a:            0            1
0x00007f02be501931:            1            0
0x00007f02be501946:            0            0
0x00007f02be50194b:            0            1
0x00007f02be501959:            0            0
0x00007f02be50195e:            0            0
0x00007f02be501965:            0            0
0x00007f02be50196a:            0            0
0x00007f02be501973:            1            0
0x00007f02be501974:            0            1
0x00007f02be501976:            0            1
0x00007f02be501978:            0            1
0x00007f02be50197a:            0            1
0x00007f02be50197c:            0            1
0x00007f02be50197d:            0            1
0x00007f02be5019f3:            0            1
0x00007f02be501a02:            0            1
0x00007f02be501a20:            0            1
0x00007f02be501a27:            0            0
0x00007f02be501a3a:            0            1
0x00007f02be501a68:            0            1
0x00007f02be501a74:            1            0
0x00007f02be501a82:            0            0
0x00007f02be501a8f:            0            1
0x00007f02be501aa8:            1            2
0x00007f02be501ab3:            1            2
0x00007f02be501ab7:            1            2
0x00007f02be501abb:            0            3
0x00007f02be501acf:            1            2
0x00007f02be501adb:            1            1
0x00007f02be501ae1:            2            0
0x00007f02be501af5:            0            0
0x00007f02be501afa:            2            1
0x00007f02be501b04:            1            0
0x00007f02be501b1b:            1            0
0x00007f02be501b33:            0            1
0x00007f02be501b3b:            0            0
0x00007f02be501b48:            0            0
0x00007f02be501b7c:            0            0
0x00007f02be501b83:            0            1
0x00007f02be501b95:            0            0
0x00007f02be501c17:            0            1
0x00007f02be501d3c:            0            0
0x00007f02be502a70:            0            0
0x00007f02be502a74:            0            0
0x00007f02be502a76:            0            0
0x00007f02be502a78:            0            0
0x00007f02be502a7a:            0            0
0x00007f02be502a7c:            0            0
0x00007f02be502a8f:            1            0
0x00007f02be502a96:            0            0
0x00007f02be502aa7:            1            0
0x00007f02be502ab1:            0            0
0x00007f02be502ab8:            0            0
0x00007f02be502b0f:            0            0
0x00007f02be502b17:            4           10
0x00007f02be502b42:            0            0
0x00007f02be502b4a:            1            3
0x00007f02be502b5b:            0            1
0x00007f02be502b67:            0            1
0x00007f02be502b6b:            0            1
0x00007f02be502b77:            0            1
0x00007f02be502b7b:            0            1
0x00007f02be502b87:            0            1
0x00007f02be502b8b:            0            1
0x00007f02be502b97:            0            1
0x00007f02be502b9b:            0            1
0x00007f02be502ba7:            0            1
0x00007f02be502bab:            0            1
0x00007f02be502bb7:            0            1
0x00007f02be502bbb:            0            1
0x00007f02be502bc7:            0            1
0x00007f02be502bcb:            0            1
0x00007f02be502bd7:            0            1
0x00007f02be502bdb:            0            1
0x00007f02be502be7:            0            1
0x00007f02be502bf2:            0            1
0x00007f02be502bfe:            0            1
0x00007f02be502c05:            0            1
0x00007f02be502c10:            0            1
0x00007f02be502c1c:            0            0
0x00007f02be502c2a:            1            0
0x00007f02be502c36:            0            0
0x00007f02be502c44:            0            1
0x00007f02be502c52:            0            1
0x00007f02be502c77:            1            0
0x00007f02be502c7e:            1            0
0x00007f02be502c93:            0            0
0x00007f02be502c9f:            0            0
0x00007f02be502cad:            0            0
0x00007f02be502cbb:            0            0
0x00007f02be502cc9:            0            0
0x00007f02be502ce5:            0            0
0x00007f02be502cec:            0            0
0x00007f02be502cf3:            0            0
0x00007f02be502d06:            1            0
0x00007f02be502d0d:            0            1
0x00007f02be502d14:            0            0
0x00007f02be502d25:            1            0
0x00007f02be502d26:            0            1
0x00007f02be502d28:            0            1
0x00007f02be502d2a:            0            1
0x00007f02be502d2c:            0            1
0x00007f02be502d2e:            0            1
0x00007f02be502d2f:            0            1
0x00007f02be502d49:            0            0
0x00007f02be502d6b:            0            0
0x00007f02be502d81:            0            1
0x00007f02be502d85:            0            1
0x00007f02be502d8c:            0            1
0x00007f02be502d93:            0            1
0x00007f02be502db6:            0            1
0x00007f02be502dd5:            0            1
0x00007f02be502ddc:            0            1
0x00007f02be502de3:            0            1
0x00007f02be502dea:            0            1
0x00007f02be502e02:            0            1
0x00007f02be502e0c:            0            1
0x00007f02be502e1b:            3            7
0x00007f02be502e1e:            1            9
0x00007f02be502e2b:            1            9
0x00007f02be502e36:            0            0
0x00007f02be502e3b:            0            1
0x00007f02be502e60:            2            7
0x00007f02be502e68:            0            9
0x00007f02be502e90:            5            4
0x00007f02be502e95:            2            7
0x00007f02be502e99:            0            9
0x00007f02be502eba:            2            7
0x00007f02be502edb:            0            0
0x00007f02be502ef8:            0            0
0x00007f02be502efb:            0            0
0x00007f02be502f02:            0            0
0x00007f02be502f07:            0            0
0x00007f02be502f0a:            0            0
0x00007f02be502f0f:            0            0
0x00007f02be502f15:            0            0
0x00007f02be502f4c:            0            1
0x00007f02be502f4f:            0            1
0x00007f02be502f53:            0            1
0x00007f02be502f7f:            0            1
0x00007f02be502f85:            0            1
0x00007f02be502f9d:            0            1
0x00007f02be502fa3:            0            1
0x00007f02be502fc6:            0            0
0x00007f02be502fe3:            1            8
0x00007f02be502fe8:            0            0
0x00007f02be503b20:            0            0
0x00007f02be503b24:            0            0
0x00007f02be503b26:            0            0
0x00007f02be503b28:            0            0
0x00007f02be503b2d:            0            0
0x00007f02be503b2f:            0            0
0x00007f02be503b37:           13            0
0x00007f02be503b3d:            0            0
0x00007f02be503b49:            0           13
0x00007f02be503b54:            0            0
0x00007f02be503b5c:            0            0
0x00007f02be503b65:            0            0
0x00007f02be503b72:            0            0
0x00007f02be503b7f:            0            1
0x00007f02be503b8d:            0            0
0x00007f02be503b9b:            0            1
0x00007f02be503ba5:            0            0
0x00007f02be503bc7:            0            0
0x00007f02be503bd4:            0            1
0x00007f02be503bf0:            0            0
0x00007f02be503bfd:            0            1
0x00007f02be503c07:            0            1
0x00007f02be503c12:            0            1
0x00007f02be503c23:            1            0
0x00007f02be503c2e:            0            1
0x00007f02be503c32:            0            1
0x00007f02be503c9a:            4            2
0x00007f02be503ca0:            1            0
0x00007f02be503caa:            0            1
0x00007f02be503cb1:            0            1
0x00007f02be503cb9:            0            1
0x00007f02be503cd0:            0            1
0x00007f02be503cd4:            0            1
0x00007f02be503d10:            0            0
0x00007f02be503d22:            0            1
0x00007f02be503d26:            0            1
0x00007f02be503d2a:            0            1
0x00007f02be503d2e:            1            0
0x00007f02be503d36:            0            1
0x00007f02be503d3c:            0            1
0x00007f02be503d60:            0            0
0x00007f02be503d63:            0            0
0x00007f02be503d7b:            0           13
0x00007f02be503d7c:            0           13
0x00007f02be503d7e:            0           13
0x00007f02be503d80:            0           13
0x00007f02be503d82:            0           13
0x00007f02be503d84:            1           12
0x00007f02be503d85:            0           13
0x00007f02be504020:            0            0
0x00007f02be504024:            0            0
0x00007f02be504026:            0            0
0x00007f02be504028:            0            0
0x00007f02be50402a:            0            0
0x00007f02be50402c:            0            0
0x00007f02be504034:            0            1
0x00007f02be504037:            0            0
0x00007f02be50403e:            0            0
0x00007f02be504045:            0            0
0x00007f02be50404b:            0            0
0x00007f02be504052:            0            0
0x00007f02be50405c:            0            0
0x00007f02be504063:            0            0
0x00007f02be504073:            1            0
0x00007f02be50407a:            0            0
0x00007f02be504084:            0            1
0x00007f02be50408b:            0            0
0x00007f02be5040ad:            0            0
0x00007f02be5040be:            0            0
0x00007f02be5040c5:            0            1
0x00007f02be5040d0:            3            0
0x00007f02be5040d7:            1            2
0x00007f02be5040e0:            1            2
0x00007f02be5040e4:            0            3
0x00007f02be5040eb:            0            0
0x00007f02be5040f0:            0            3
0x00007f02be5040f7:            0            0
0x00007f02be504121:            0            0
0x00007f02be504130:            0            0
0x00007f02be50415e:            0           12
0x00007f02be504166:            0           12
0x00007f02be504170:            0           12
0x00007f02be504180:           12            0
0x00007f02be504184:            3            9
0x00007f02be504187:            0            0
0x00007f02be50418c:            0           12
0x00007f02be504193:            0           12
0x00007f02be50419d:            0            0
0x00007f02be5041a8:           12            0
0x00007f02be5041b5:            0           12
0x00007f02be5041b8:            0           12
0x00007f02be5041bf:            0           12
0x00007f02be5041c3:           12            0
0x00007f02be5041ca:            0            0
0x00007f02be5041d1:            0           12
0x00007f02be504200:           12            0
0x00007f02be504207:            0           12
0x00007f02be504212:            0           12
0x00007f02be50421e:            0           12
0x00007f02be504227:            0           12
0x00007f02be504230:            0           12
0x00007f02be50423c:            0           12
0x00007f02be50424b:            0            0
0x00007f02be504250:            0            0
0x00007f02be50425d:            1            1
0x00007f02be504280:            0            0
0x00007f02be504285:            0           12
0x00007f02be5042a5:            0            2
0x00007f02be5042b5:            0            3
0x00007f02be5042bd:            0            3
0x00007f02be5042c4:            0            3
0x00007f02be5042cb:            0            3
0x00007f02be5042d5:            0            1
0x00007f02be5042ec:            0            1
0x00007f02be5042ed:            0            1
0x00007f02be5042ef:            0            1
0x00007f02be5042f1:            0            1
0x00007f02be5042f3:            0            1
0x00007f02be5042f5:            0            1
0x00007f02be5042f6:            0            1
0x00007f02be504600:            0            0
0x00007f02be504604:            0            0
0x00007f02be504606:            0            0
0x00007f02be50460b:            0            0
0x00007f02be50460d:            0            0
0x00007f02be504612:            0            0
0x00007f02be50461d:            0            0
0x00007f02be504623:            0            1
0x00007f02be504627:            0            0
0x00007f02be504630:            0            0
0x00007f02be504637:            0            0
0x00007f02be50463e:            0            0
0x00007f02be504652:            0            0
0x00007f02be504659:            0            0
0x00007f02be504666:            0            1
0x00007f02be504679:            0            1
0x00007f02be504686:            0            1
0x00007f02be50468d:            0            1
0x00007f02be5046a0:            0            3
0x00007f02be5046a9:            0            3
0x00007f02be5046b3:            2            1
0x00007f02be5046bc:            0            0
0x00007f02be504720:            0            1
0x00007f02be50472b:            0            1
0x00007f02be504735:            1            0
0x00007f02be504742:            1            0
0x00007f02be504749:            0            1
0x00007f02be50475d:            0            0
0x00007f02be504764:            0            1
0x00007f02be504768:            0            1
0x00007f02be50476f:            0            1
0x00007f02be504776:            0            1
0x00007f02be50477f:            0            0
0x00007f02be504790:            1            0
0x00007f02be504797:            0            1
0x00007f02be50479b:            0            1
0x00007f02be50479f:            0            0
0x00007f02be5047a7:            0            1
0x00007f02be5047ab:            0            0
0x00007f02be5047b2:            0            1
0x00007f02be5047b9:            0            0
0x00007f02be5047d8:            0            1
0x00007f02be5047ea:            0            0
0x00007f02be50480a:            0            0
0x00007f02be504811:            0            1
0x00007f02be504819:            0            1
0x00007f02be504827:            0            0
0x00007f02be504834:            1            0
0x00007f02be504840:            0            0
0x00007f02be504851:            0            0
0x00007f02be5048b2:            3            7
0x00007f02be5048c7:            0            1
0x00007f02be5048cb:            0            0
0x00007f02be5048d0:            0            1
0x00007f02be5048d8:            0            0
0x00007f02be504920:            0            1
0x00007f02be504924:            0            0
0x00007f02be504938:            2            0
0x00007f02be50493f:            0            2
0x00007f02be504950:            0            2
0x00007f02be504954:            0            2
0x00007f02be504972:            0            2
0x00007f02be50497d:            0            2
0x00007f02be504985:            2            0
0x00007f02be50499f:            0            0
0x00007f02be5049a2:            0            0
0x00007f02be5049a6:            0            0
0x00007f02be5049aa:            0            0
0x00007f02be5049ae:            0            0
0x00007f02be5049b4:            0            1
0x00007f02be5049c1:            0            2
0x00007f02be5049d7:            0            0
0x00007f02be5049e0:            1            0
0x00007f02be5049ed:            0            1
0x00007f02be5049f1:            0            0
0x00007f02be5049fe:            0            0
0x00007f02be504a0c:            0            1
0x00007f02be504a10:            0            0
0x00007f02be504a18:            0            1
0x00007f02be504a1c:            0            0
0x00007f02be504a24:            0            1
0x00007f02be504a28:            0            0
0x00007f02be504a30:            0            1
0x00007f02be504a45:            0            0
0x00007f02be504a4a:            0            0
0x00007f02be504a52:            0            1
0x00007f02be504a60:            0            1
0x00007f02be504a64:            0            0
0x00007f02be504a6c:            0            1
0x00007f02be504a70:            0            0
0x00007f02be504a78:            0            1
0x00007f02be504a90:            0            1
0x00007f02be504a93:            0            0
0x00007f02be504aba:            0            1
0x00007f02be504ac5:            0            1
0x00007f02be504acc:            1            0
0x00007f02be504ad4:            0            1
0x00007f02be504ad8:            0            0
0x00007f02be504adf:            0            1
0x00007f02be504ae6:            0            1
0x00007f02be504af4:            1            0
0x00007f02be504afb:            0            1
0x00007f02be504b07:            0            1
0x00007f02be504b0f:            0            1
0x00007f02be504b16:            0            1
0x00007f02be504b1d:            0            0
0x00007f02be504b26:            0            0
0x00007f02be504b34:            0            1
0x00007f02be504b3b:            0            1
0x00007f02be504b46:            0            1
0x00007f02be504b51:            0            0
0x00007f02be504b59:            0            0
0x00007f02be504b63:            0            1
0x00007f02be504b6c:            0            1
0x00007f02be504b73:            0            2
0x00007f02be504b7b:            0            1
0x00007f02be504b7f:            0            1
0x00007f02be504b83:            0            0
0x00007f02be504b8b:            0            2
0x00007f02be504b9a:            0            2
0x00007f02be504b9e:            0            2
0x00007f02be504ba7:            0            1
0x00007f02be504bab:            1            0
0x00007f02be504be6:            0            0
0x00007f02be504bed:            0            0
0x00007f02be504bf4:            0            0
0x00007f02be504bf9:            1            0
0x00007f02be504bfc:            1            0
0x00007f02be504c03:            1            0
0x00007f02be504c28:            0            2
0x00007f02be504c34:            0            1
0x00007f02be504c38:            0            1
0x00007f02be504c47:            0            1
0x00007f02be504c4b:            0            1
0x00007f02be504c4e:            0            1
0x00007f02be504c52:            0            1
0x00007f02be504c61:            0            0
0x00007f02be504c77:            0            0
0x00007f02be504c7e:            0            0
0x00007f02be504c90:            0            1
0x00007f02be504c98:            0            1
0x00007f02be504ca4:            0            0
0x00007f02be504cae:            0            1
0x00007f02be504cb6:            0            1
0x00007f02be504cbb:            0            1
0x00007f02be504ccb:            0            1
0x00007f02be504cd5:            0            0
0x00007f02be504ce0:            1            0
0x00007f02be504d29:            0            0
0x00007f02be504d31:            6           19
0x00007f02be504d5e:            0            0
0x00007f02be504d66:            0            0
0x00007f02be504d73:            0            1
0x00007f02be504d7d:            0            1
0x00007f02be504d81:            0            1
0x00007f02be504d8b:            0            1
0x00007f02be504d8f:            0            1
0x00007f02be504d99:            0            1
0x00007f02be504d9d:            0            1
0x00007f02be504da7:            0            1
0x00007f02be504dab:            0            1
0x00007f02be504db5:            0            1
0x00007f02be504db9:            0            1
0x00007f02be504dc6:            0            1
0x00007f02be504dca:            0            1
0x00007f02be504dd7:            0            1
0x00007f02be504ddb:            0            1
0x00007f02be504de8:            0            1
0x00007f02be504dec:            0            1
0x00007f02be504df9:            0            1
0x00007f02be504e04:            0            1
0x00007f02be504e0c:            0            1
0x00007f02be504e14:            0            1
0x00007f02be504e1f:            0            1
0x00007f02be504e2c:            0            1
0x00007f02be504e32:            0            0
0x00007f02be504e48:            0            0
0x00007f02be504e54:            0            0
0x00007f02be504e5c:            0            1
0x00007f02be504e6d:            0            0
0x00007f02be504e74:            0            0
0x00007f02be504e78:            0            0
0x00007f02be504e9f:            0            1
0x00007f02be504eaa:            0            0
0x00007f02be504ebf:            0            1
0x00007f02be504ed0:            0            1
0x00007f02be504ed4:            0            0
0x00007f02be504edc:            0            1
0x00007f02be504ee4:            1            0
0x00007f02be504ef3:            1            0
0x00007f02be504f00:            0            1
0x00007f02be504f04:            0            0
0x00007f02be504f0c:            0            1
0x00007f02be504f12:            0            0
0x00007f02be504f1f:            1            0
0x00007f02be504f36:            0            1
0x00007f02be504f3d:            0            1
0x00007f02be504f45:            1            0
0x00007f02be504f4c:            0            0
0x00007f02be504f5d:            0            0
0x00007f02be504f62:            1            0
0x00007f02be504f68:            0            1
0x00007f02be504f77:            0            1
0x00007f02be504f89:            1            0
0x00007f02be504f90:            1            0
0x00007f02be504f98:            0            0
0x00007f02be504fa0:            0            1
0x00007f02be504fa7:            0            0
0x00007f02be504fb5:            0            1
0x00007f02be504fbc:            0            0
0x00007f02be504fc1:            1            0
0x00007f02be504fd6:            1            0
0x00007f02be504fd7:            0            1
0x00007f02be504fd9:            0            1
0x00007f02be504fdb:            0            1
0x00007f02be504fdd:            0            1
0x00007f02be504fdf:            1            0
0x00007f02be504fe0:            0            1
0x00007f02be505053:            0            0
0x00007f02be50507d:            0            0
0x00007f02be5050dd:            0            1
0x00007f02be5050f7:            0            0
0x00007f02be505125:            0            0
0x00007f02be50518c:            1            0
0x00007f02be505dd0:            0            0
0x00007f02be505dd2:            0            0
0x00007f02be505dd4:            0            0
0x00007f02be505dd9:            0            0
0x00007f02be505ddd:            0            0
0x00007f02be505de9:            0            0
0x00007f02be505df6:            0            0
0x00007f02be505e02:            0            0
0x00007f02be505e15:            0            3
0x00007f02be505e16:            0            3
0x00007f02be505e17:            0            3
0x00007f02be505e19:            0            3
0x00007f02be505e1b:            0            3
0x00007f02be505f40:            0            0
0x00007f02be505f42:            0            0
0x00007f02be505f44:            0            0
0x00007f02be505f46:            0            0
0x00007f02be505f48:            0            0
0x00007f02be505f4f:            0            0
0x00007f02be505f5b:            0            0
0x00007f02be505f60:            0            0
0x00007f02be505f65:            0            0
0x00007f02be505f69:            0            0
0x00007f02be505f71:            0            0
0x00007f02be505f76:            0            0
0x00007f02be505f7b:            0            0
0x00007f02be505f90:            0            3
0x00007f02be505fa0:            0            0
0x00007f02be505fab:            0            0
0x00007f02be505fc2:            0            3
0x00007f02be506020:            0            3
0x00007f02be50602c:            0            0
0x00007f02be506031:            0            0
0x00007f02be50603f:            0            3
0x00007f02be50604e:            0            0
0x00007f02be506057:            0            0
0x00007f02be506060:            0            3
0x00007f02be506065:            0            0
0x00007f02be50606a:            0            0
0x00007f02be506075:            0            3
0x00007f02be50607a:            0            3
0x00007f02be50608f:            0            0
0x00007f02be506094:            0            0
0x00007f02be506098:            0            0
0x00007f02be50609d:            0            3
0x00007f02be5060a4:            0            0
0x00007f02be5060a7:            0            3
0x00007f02be5060ac:            0            0
0x00007f02be5060b2:            0            0
0x00007f02be5060bb:            0            3
0x00007f02be5060f4:            0            0
0x00007f02be50610b:            0            0
0x00007f02be506128:            0            3
0x00007f02be50612e:            0            3
0x00007f02be506133:            0            0
0x00007f02be50613d:            0            0
0x00007f02be506142:            0            0
0x00007f02be506147:            0            0
0x00007f02be506152:            0            0
0x00007f02be50615b:            0            3
0x00007f02be506160:            0            0
0x00007f02be506167:            0            0
0x00007f02be50616a:            0            0
0x00007f02be50617b:            0            0
0x00007f02be506180:            0            3
0x00007f02be506185:            0            3
0x00007f02be50618a:            0            0
0x00007f02be506198:            0            0
0x00007f02be5061a8:            0            1
0x00007f02be5061a9:            0            1
0x00007f02be5061aa:            0            1
0x00007f02be5061ac:            0            1
0x00007f02be5061ae:            0            1
0x00007f02be5061b0:            0            1
0x00007f02be5061b2:            0            1
0x00007f02be5061c7:            1            2
0x00007f02be5061d1:            0            0
0x00007f02be5061e8:            0           15
0x00007f02be5061f4:            6            9
0x00007f02be5061fa:            0            0
0x00007f02be506204:            0            0
0x00007f02be506264:            0            0
0x00007f02be50626a:            0            3
0x00007f02be50627a:            0            0
0x00007f02be5062dd:            0            0
0x00007f02be506700:            0            0
0x00007f02be506712:            0            0
0x00007f02be506714:            0            0
0x00007f02be506716:            0            0
0x00007f02be506718:            0            0
0x00007f02be50671d:            0            0
0x00007f02be506722:            0            1
0x00007f02be506729:            0            1
0x00007f02be506730:            0            0
0x00007f02be50673a:            0            0
0x00007f02be506741:            0            0
0x00007f02be50674c:            0            0
0x00007f02be506759:            0            1
0x00007f02be506772:            0            0
0x00007f02be50677a:            0            0
0x00007f02be506792:            0            0
0x00007f02be50679a:            0            0
0x00007f02be50679d:            0            1
0x00007f02be5067b2:            0            0
0x00007f02be5067b9:            0            0
0x00007f02be5067c1:            0            0
0x00007f02be5067d4:            0            0
0x00007f02be5067e2:            0            0
0x00007f02be5067f0:            0            0
0x00007f02be5067fc:            0            0
0x00007f02be50680e:            0            0
0x00007f02be506814:            0            4
0x00007f02be50681e:            0            0
0x00007f02be506822:            0            0
0x00007f02be506826:            0            0
0x00007f02be50682b:            0            4
0x00007f02be50682f:            0            4
0x00007f02be506833:            0            4
0x00007f02be506844:            0            0
0x00007f02be506847:            0            3
0x00007f02be50684b:            0            0
0x00007f02be50684e:            0            0
0x00007f02be50685a:            0            0
0x00007f02be50685e:            0            0
0x00007f02be506866:            1            2
0x00007f02be50686d:            0            0
0x00007f02be506874:            1            2
0x00007f02be5068f0:            1            0
0x00007f02be5068f7:            0            0
0x00007f02be5068fe:            0            0
0x00007f02be506909:            0            0
0x00007f02be506916:            0            1
0x00007f02be506928:            0            1
0x00007f02be506978:            1            0
0x00007f02be50698b:            0            0
0x00007f02be50699c:            0            0
0x00007f02be5069bc:            0            0
0x00007f02be5069c4:            0            1
0x00007f02be5069f2:            0           67
0x00007f02be506a03:            0            0
0x00007f02be506a0b:            0            0
0x00007f02be506a18:            0            1
0x00007f02be506a32:            0            0
0x00007f02be506a39:            0            0
0x00007f02be506a3e:            0            1
0x00007f02be506a45:            0            1
0x00007f02be506a4f:            0            0
0x00007f02be506a5d:            0            1
0x00007f02be506a5e:            0            1
0x00007f02be506a60:            0            1
0x00007f02be506a62:            0            1
0x00007f02be506a64:            0            1
0x00007f02be506a66:            0            1
0x00007f02be506a67:            0            1
0x00007f02be506a90:            1            0
0x00007f02be506a97:            0            0
0x00007f02be506aa7:            0            0
0x00007f02be506aab:            0            0
0x00007f02be506abd:            0            0
0x00007f02be506ac4:            0            0
0x00007f02be506ae0:            0            0
0x00007f02be506c70:            0            0
0x00007f02be506c72:            0            0
0x00007f02be506c74:            0            0
0x00007f02be506c76:            0            0
0x00007f02be506c78:            0            0
0x00007f02be506c7c:            0            0
0x00007f02be506c87:            0            0
0x00007f02be506c8b:            0            0
0x00007f02be506c95:            1            1
0x00007f02be506cba:            1            1
0x00007f02be506cc8:            0            4
0x00007f02be506cd6:            0            4
0x00007f02be506cdf:            0            5
0x00007f02be506cf5:            0            0
0x00007f02be506d08:            1            1
0x00007f02be506d09:            0            2
0x00007f02be506d0a:            0            2
0x00007f02be506d0c:            0            2
0x00007f02be506d0e:            0            2
0x00007f02be506d10:            0            2
0x00007f02be506d12:            0            2
0x00007f02be506d18:            0            1
0x00007f02be506d25:            1            0
0x00007f02be506d3d:            0            0
0x00007f02be506d49:            0            0
0x00007f02be506d4e:            0            0
0x00007f02be506d6d:            0            0
0x00007f02be506dab:            0            1
0x00007f02be506dc4:            1            0
0x00007f02be506dcb:            0            1
0x00007f02be506dd5:            0            1
0x00007f02be506dda:            0            0
0x00007f02be506de2:            0            0
0x00007f02be506dec:            0            0
0x00007f02be506df6:            0            0
0x00007f02be506dfb:            0            0
0x00007f02be506e8e:            0            0
0x00007f02be506e97:            0            1
0x00007f02be506e9e:            0            0
0x00007f02be506eb2:            0            1
0x00007f02be506ec1:            0            1
0x00007f02be506ed5:            0            0
0x00007f02be506ee2:            0            1
0x00007f02be506efa:            0            0
0x00007f02be506f06:            0            0
0x00007f02be506f0e:            0            0
0x00007f02be506f15:            0            0
0x00007f02be506f2b:            0            0
0x00007f02be506f2f:            0            0
0x00007f02be506f35:            1            0
0x00007f02be506fa7:            0            1
0x00007f02be506fbd:            0            0
0x00007f02be506fc2:            0            0
0x00007f02be507029:            0            1
0x00007f02be50702e:            0            1
0x00007f02be507033:            0            1
0x00007f02be50703e:            0            0
0x00007f02be50707e:            0            1
0x00007f02be507083:            0            0
0x00007f02be50708f:            0            0
0x00007f02be507099:            1            0
0x00007f02be5070aa:            0            0
0x00007f02be5070b2:            0            0
0x00007f02be5070bd:            0            1
0x00007f02be5070cb:            1            0
0x00007f02be5070d8:            0            1
0x00007f02be5070e6:            0            1
0x00007f02be5070fd:            0            0
0x00007f02be507105:            0            0
0x00007f02be50710e:            0            0
0x00007f02be507113:            0            0
0x00007f02be50711f:            0            0
0x00007f02be507127:            0            1
0x00007f02be507132:            0            1
0x00007f02be50713d:            0            0
0x00007f02be507145:            0            0
0x00007f02be50714a:            0            1
0x00007f02be507158:            0            0
0x00007f02be5071d8:            0            1
0x00007f02be5071e6:            0            1
0x00007f02be5071f8:            0            1
0x00007f02be507270:            0            1
0x00007f02be50727c:            0            0
0x00007f02be507281:            0            0
0x00007f02be507286:            0            0
0x00007f02be507291:            0            0
0x00007f02be50729b:            0            0
0x00007f02be5072a5:            0            0
0x00007f02be5072ff:            0            1
0x00007f02be50730f:            0            1
0x00007f02be50733a:            0            0
