0	 10.000000	 9.320676e+02
4	 10.000000	 9.451953e+02
8	 10.000000	 9.451953e+02
12	 10.000000	 9.451953e+02
16	 10.000000	 9.192995e+02
20	 10.000000	 9.451953e+02
24	 10.000000	 9.385855e+02
28	 10.000000	 9.385855e+02
32	 10.000000	 9.451953e+02
36	 10.000000	 9.385855e+02
40	 10.000000	 9.385855e+02
44	 10.000000	 9.385855e+02
48	 10.000000	 9.451953e+02
52	 10.000000	 9.451953e+02
56	 10.000000	 9.385855e+02
60	 10.000000	 9.385855e+02
64	 10.000000	 9.385855e+02
68	 10.000000	 9.451953e+02
72	 10.000000	 9.451953e+02
76	 10.000000	 9.385855e+02
80	 10.000000	 9.451953e+02
84	 10.000000	 9.451953e+02
88	 10.000000	 9.451953e+02
92	 10.000000	 9.385855e+02
96	 10.000000	 9.385855e+02
100	 10.000000	 9.385855e+02
104	 10.000000	 9.192995e+02
108	 10.000000	 9.451953e+02
112	 10.000000	 9.451953e+02
116	 10.000000	 9.385855e+02
120	 10.000000	 9.385855e+02
124	 10.000000	 9.068765e+02
128	 10.000000	 8.336505e+02
132	 10.000000	 9.385855e+02
136	 10.000000	 9.451953e+02
140	 10.000000	 9.586981e+02
144	 10.000000	 9.518988e+02
148	 10.000000	 9.518988e+02
152	 10.000000	 9.586981e+02
156	 10.000000	 9.655952e+02
160	 10.000000	 9.320676e+02
164	 10.000000	 9.385855e+02
168	 10.000000	 9.518988e+02
172	 10.000000	 9.655952e+02
176	 10.000000	 9.192995e+02
180	 10.000000	 9.130458e+02
184	 10.000000	 9.256395e+02
188	 10.000000	 9.192995e+02
192	 10.000000	 9.320676e+02
196	 10.000000	 9.256395e+02
200	 10.000000	 9.320676e+02
204	 10.000000	 9.385855e+02
208	 10.000000	 9.451953e+02
212	 10.000000	 9.451953e+02
216	 10.000000	 9.451953e+02
220	 10.000000	 9.451953e+02
224	 10.000000	 9.451953e+02
228	 10.000000	 9.385855e+02
232	 10.000000	 9.385855e+02
236	 10.000000	 9.256395e+02
240	 10.000000	 9.385855e+02
244	 10.000000	 9.451953e+02
248	 10.000000	 9.385855e+02
252	 10.000000	 9.385855e+02
256	 10.000000	 9.192995e+02
0	 12.000000	 9.320676e+02
4	 12.000000	 9.451953e+02
8	 12.000000	 9.385855e+02
12	 12.000000	 9.451953e+02
16	 12.000000	 9.451953e+02
20	 12.000000	 9.518988e+02
24	 12.000000	 9.385855e+02
28	 12.000000	 9.451953e+02
32	 12.000000	 9.518988e+02
36	 12.000000	 9.385855e+02
40	 12.000000	 9.385855e+02
44	 12.000000	 9.385855e+02
48	 12.000000	 9.320676e+02
52	 12.000000	 9.256395e+02
56	 12.000000	 9.192995e+02
60	 12.000000	 9.068765e+02
64	 12.000000	 9.007901e+02
68	 12.000000	 9.068765e+02
72	 12.000000	 8.830114e+02
76	 12.000000	 7.989150e+02
80	 12.000000	 7.803356e+02
84	 12.000000	 7.941877e+02
88	 12.000000	 7.803356e+02
92	 12.000000	 7.803356e+02
96	 12.000000	 7.758250e+02
100	 12.000000	 7.848990e+02
104	 12.000000	 7.848990e+02
108	 12.000000	 7.848990e+02
112	 12.000000	 7.713663e+02
116	 12.000000	 7.758250e+02
120	 12.000000	 7.803356e+02
124	 12.000000	 7.848990e+02
128	 12.000000	 7.334302e+02
132	 12.000000	 7.758250e+02
136	 12.000000	 7.803356e+02
140	 12.000000	 7.758250e+02
144	 12.000000	 7.626007e+02
148	 12.000000	 7.713663e+02
152	 12.000000	 7.713663e+02
156	 12.000000	 7.626007e+02
160	 12.000000	 7.626007e+02
164	 12.000000	 7.626007e+02
168	 12.000000	 7.713663e+02
172	 12.000000	 7.669584e+02
176	 12.000000	 7.626007e+02
180	 12.000000	 7.582922e+02
184	 12.000000	 7.540322e+02
188	 12.000000	 7.540322e+02
192	 12.000000	 7.456540e+02
196	 12.000000	 7.294442e+02
200	 12.000000	 7.540322e+02
204	 12.000000	 7.540322e+02
208	 12.000000	 7.540322e+02
212	 12.000000	 7.498197e+02
216	 12.000000	 7.415344e+02
220	 12.000000	 7.540322e+02
224	 12.000000	 7.456540e+02
228	 12.000000	 7.498197e+02
232	 12.000000	 7.456540e+02
236	 12.000000	 7.498197e+02
240	 12.000000	 7.415344e+02
244	 12.000000	 7.456540e+02
248	 12.000000	 7.456540e+02
252	 12.000000	 7.456540e+02
256	 12.000000	 7.139241e+02
0	 14.000000	 9.385855e+02
4	 14.000000	 9.451953e+02
8	 14.000000	 9.451953e+02
12	 14.000000	 9.320676e+02
16	 14.000000	 9.451953e+02
20	 14.000000	 9.451953e+02
24	 14.000000	 9.518988e+02
28	 14.000000	 9.451953e+02
32	 14.000000	 9.385855e+02
36	 14.000000	 9.320676e+02
40	 14.000000	 8.830114e+02
44	 14.000000	 8.888591e+02
48	 14.000000	 8.830114e+02
52	 14.000000	 8.659208e+02
56	 14.000000	 8.336505e+02
60	 14.000000	 7.941877e+02
64	 14.000000	 7.415344e+02
68	 14.000000	 7.415344e+02
72	 14.000000	 7.294442e+02
76	 14.000000	 7.374600e+02
80	 14.000000	 7.294442e+02
84	 14.000000	 7.334302e+02
88	 14.000000	 7.294442e+02
92	 14.000000	 7.255012e+02
96	 14.000000	 7.216007e+02
100	 14.000000	 7.255012e+02
104	 14.000000	 7.139241e+02
108	 14.000000	 7.177419e+02
112	 14.000000	 7.216007e+02
116	 14.000000	 7.216007e+02
120	 14.000000	 7.216007e+02
124	 14.000000	 7.216007e+02
128	 14.000000	 7.177419e+02
132	 14.000000	 7.216007e+02
136	 14.000000	 7.064091e+02
140	 14.000000	 7.177419e+02
144	 14.000000	 7.177419e+02
148	 14.000000	 7.177419e+02
152	 14.000000	 7.177419e+02
156	 14.000000	 7.139241e+02
160	 14.000000	 7.177419e+02
164	 14.000000	 7.177419e+02
168	 14.000000	 7.216007e+02
172	 14.000000	 7.101467e+02
176	 14.000000	 7.139241e+02
180	 14.000000	 7.177419e+02
184	 14.000000	 7.139241e+02
188	 14.000000	 7.101467e+02
192	 14.000000	 7.101467e+02
196	 14.000000	 7.101467e+02
200	 14.000000	 7.139241e+02
204	 14.000000	 7.139241e+02
208	 14.000000	 7.064091e+02
212	 14.000000	 7.101467e+02
216	 14.000000	 7.101467e+02
220	 14.000000	 7.139241e+02
224	 14.000000	 7.064091e+02
228	 14.000000	 7.027106e+02
232	 14.000000	 7.139241e+02
236	 14.000000	 7.101467e+02
240	 14.000000	 7.064091e+02
244	 14.000000	 7.177419e+02
