1, 0.000390881
2, 0.000420942
3, 0.000498301
4, 0.000742509
5, 0.000899796
6, 0.00102592
7, 0.00117827
8, 0.00123981
9, 0.00129496
10, 0.00132337
11, 0.0013536
12, 0.00140536
13, 0.00195391
14, 0.00201315
15, 0.00208262
16, 0.00221366
17, 0.00233965
18, 0.00240976
19, 0.00263068
20, 0.00270315
21, 0.00274072
22, 0.0028038
23, 0.00288069
24, 0.00292068
25, 0.00327173
26, 0.00330663
27, 0.00341969
28, 0.00353734
29, 0.00358915
30, 0.00376655
31, 0.00407053
